title,studio,domestic_gross_x,foreign_gross,year,id_x,release_date,movie,production_budget,domestic_gross_y,worldwide_gross,Unnamed: 0,genre_ids,id_y,original_language,original_title,popularity,vote_average,vote_count
13 Sins,RTWC,13800,1200000,2014,51,4/18/2014,13 Sins,"$4,000,000 ","$9,134 ","$47,552 ",11150,"[27, 53]",155084,en,13 Sins,10.899,6.3,576
Camp X-Ray,IFC,13300,1200000,2014,92,10/17/2014,Camp X-Ray,"$1,000,000 ","$9,837 ","$101,053 ",11082,[18],244506,en,Camp X-Ray,15.237,6.8,618
Wolves,KE,12100,1200000,2014,51,11/14/2014,Wolves,"$18,000,000 ",$0 ,"$94,953 ",11254,"[27, 28]",290555,en,Wolves,8.627,5.8,151
Jurassic World,Uni.,652300000,"1,019.40",2015,34,6/12/2015,Jurassic World,"$215,000,000 ","$652,270,625 ","$1,648,854,864 ",14193,"[28, 12, 878, 53]",135397,en,Jurassic World,20.709,6.6,14056
Furious 7,Uni.,353000000,"1,163.00",2015,67,4/3/2015,Furious 7,"$190,000,000 ","$353,007,020 ","$1,518,722,794 ",14196,"[28, 80, 53]",168259,en,Furious 7,20.396,7.3,6538
Avengers: Age of Ultron,BV,459000000,946400000,2015,4,5/1/2015,Avengers: Age of Ultron,"$330,600,000 ","$459,005,868 ","$1,403,013,963 ",14169,"[28, 12, 878]",99861,en,Avengers: Age of Ultron,44.383,7.3,13457
Minions,Uni.,336000000,823400000,2015,73,7/10/2015,Minions,"$74,000,000 ","$336,045,770 ","$1,160,336,173 ",14351,"[10751, 16, 12, 35]",211672,en,Minions,9.338,6.4,7343
Spectre,Sony,200100000,680600000,2015,10,11/6/2015,Spectre,"$300,000,000 ","$200,074,175 ","$879,620,923 ",14175,"[28, 12, 80]",206647,en,Spectre,30.318,6.4,6719
Spectre,Sony,200100000,680600000,2015,10,11/6/2015,Spectre,"$300,000,000 ","$200,074,175 ","$879,620,923 ",17386,"[28, 12, 80]",206647,en,Spectre,30.318,6.4,6719
Inside Out,BV,356500000,501100000,2015,98,6/19/2015,Inside Out,"$175,000,000 ","$356,461,711 ","$854,235,992 ",14184,"[18, 35, 16, 10751]",150540,en,Inside Out,24.797,8,12691
The Martian,Fox,228400000,401700000,2015,46,10/2/2015,The Martian,"$108,000,000 ","$228,433,663 ","$655,271,443 ",14188,"[18, 12, 878]",286217,en,The Martian,22.856,7.7,12172
The Martian,Fox,228400000,401700000,2015,46,10/2/2015,The Martian,"$108,000,000 ","$228,433,663 ","$655,271,443 ",17397,"[18, 12, 878]",286217,en,The Martian,22.856,7.7,12172
Fifty Shades of Grey,Uni.,166200000,404800000,2015,78,2/13/2015,Fifty Shades of Grey,"$40,000,000 ","$166,167,230 ","$570,998,101 ",14191,"[18, 10749, 53]",216015,en,Fifty Shades of Grey,21.229,5.4,6451
The Revenant,Fox,183600000,349300000,2015,27,12/25/2015,The Revenant,"$135,000,000 ","$183,637,894 ","$532,938,302 ",14203,"[37, 18, 12]",281957,en,The Revenant,19.41,7.4,11064
The Revenant,Fox,183600000,349300000,2015,27,12/25/2015,The Revenant,"$135,000,000 ","$183,637,894 ","$532,938,302 ",17411,"[37, 18, 12]",281957,en,The Revenant,19.41,7.4,11064
Ant-Man,BV,180200000,339100000,2015,43,7/17/2015,Ant-Man,"$130,000,000 ","$180,202,163 ","$518,858,449 ",14171,"[878, 28, 12]",102899,en,Ant-Man,32.715,7.1,11949
Hotel Transylvania 2,Sony,169700000,305100000,2015,42,9/25/2015,Hotel Transylvania 2,"$80,000,000 ","$169,700,110 ","$469,500,298 ",14223,"[16, 35, 10751, 14]",159824,en,Hotel Transylvania 2,16.553,6.7,3184
San Andreas,WB (NL),155200000,318800000,2015,19,5/29/2015,San Andreas,"$110,000,000 ","$155,190,832 ","$456,258,539 ",14179,"[28, 18, 53]",254128,en,San Andreas,27.414,6.1,5125
Kingsman: The Secret Service,Fox,128300000,286100000,2015,29,2/13/2015,Kingsman: The Secret Service,"$94,000,000 ","$128,261,724 ","$404,561,724 ",11037,"[80, 35, 28, 12]",207703,en,Kingsman: The Secret Service,26.103,7.6,10287
Kingsman: The Secret Service,Fox,128300000,286100000,2015,29,2/13/2015,Kingsman: The Secret Service,"$94,000,000 ","$128,261,724 ","$404,561,724 ",14181,"[80, 35, 28, 12]",207703,en,Kingsman: The Secret Service,26.103,7.6,10287
Mad Max: Fury Road,WB,153600000,224800000,2015,75,5/15/2015,Mad Max: Fury Road,"$150,000,000 ","$153,636,354 ","$370,098,020 ",14177,"[28, 12, 878]",76341,en,Mad Max: Fury Road,28.099,7.4,14454
The Good Dinosaur,BV,123100000,209100000,2015,73,11/25/2015,The Good Dinosaur,"$187,500,000 ","$123,087,120 ","$333,771,037 ",14215,"[12, 16, 10751]",105864,en,The Good Dinosaur,17.675,6.7,3135
The Good Dinosaur,BV,123100000,209100000,2015,73,11/25/2015,The Good Dinosaur,"$187,500,000 ","$123,087,120 ","$333,771,037 ",17424,"[12, 16, 10751]",105864,en,The Good Dinosaur,17.675,6.7,3135
Taken 3,Fox,89300000,237200000,2015,18,1/9/2015,Taken 3,"$48,000,000 ","$89,256,424 ","$327,656,424 ",14178,"[53, 28]",260346,en,Taken 3,27.679,6.1,3406
The SpongeBob Movie: Sponge Out of Water,Par.,163000000,162200000,2015,74,2/6/2015,The SpongeBob Movie: Sponge Out of Water,"$74,000,000 ","$162,994,032 ","$311,013,181 ",14250,"[12, 35, 10751, 14, 16]",228165,en,The SpongeBob Movie: Sponge Out of Water,13.815,5.7,1165
Maze Runner: The Scorch Trials,Fox,81700000,230600000,2015,38,9/18/2015,Maze Runner: The Scorch Trials,"$61,000,000 ","$81,697,192 ","$310,566,162 ",14218,"[28, 878, 53]",294254,en,Maze Runner: The Scorch Trials,17.31,6.6,6365
Pitch Perfect 2,Uni.,184300000,103200000,2015,14,5/15/2015,Pitch Perfect 2,"$29,000,000 ","$184,296,230 ","$287,625,468 ",14210,"[35, 10402]",254470,en,Pitch Perfect 2,18.469,6.8,3599
Paddington,W/Dim.,76300000,191800000,2015,5,1/16/2015,Paddington,"$55,000,000 ","$76,223,578 ","$258,789,097 ",14253,"[35, 12, 10751]",116149,en,Paddington,13.565,7,1904
Pixels,Sony,78700000,166100000,2015,59,7/24/2015,Pixels,"$90,000,000 ","$78,765,986 ","$244,041,804 ",14187,"[28, 35, 878]",257344,en,Pixels,23.029,5.6,4423
Alvin and the Chipmunks: The Road Chip,Fox,85900000,148900000,2015,56,12/18/2015,Alvin and the Chipmunks: The Road Chip,"$90,000,000 ","$85,886,987 ","$249,517,956 ",14235,"[12, 16, 35, 10751]",258509,en,Alvin and the Chipmunks: The Road Chip,14.973,5.8,852
Ted 2,Uni.,81500000,135200000,2015,55,6/26/2015,Ted 2,"$68,000,000 ","$81,476,385 ","$217,214,143 ",14214,[35],214756,en,Ted 2,17.684,6.1,4227
Tomorrowland,BV,93400000,115700000,2015,23,5/22/2015,Tomorrowland,"$170,000,000 ","$93,436,322 ","$206,627,518 ",14198,"[12, 10751, 9648, 878]",158852,en,Tomorrowland,20.136,6.2,4610
Straight Outta Compton,Uni.,161200000,40400000,2015,35,8/14/2015,Straight Outta Compton,"$28,000,000 ","$161,197,785 ","$202,182,981 ",14281,"[18, 10402]",277216,en,Straight Outta Compton,11.731,7.7,2048
Straight Outta Compton,Uni.,161200000,40400000,2015,35,8/14/2015,Straight Outta Compton,"$28,000,000 ","$161,197,785 ","$202,182,981 ",17516,"[18, 10402]",277216,en,Straight Outta Compton,11.731,7.7,2048
The Intern,WB,75800000,118800000,2015,6,9/25/2015,The Intern,"$40,000,000 ","$75,764,672 ","$197,115,710 ",14241,[35],257211,en,The Intern,14.377,7.1,3373
Creed,WB (NL),109800000,63800000,2015,91,11/25/2015,Creed,"$37,000,000 ","$109,767,581 ","$173,567,581 ",14225,[18],312221,en,Creed,16.356,7.3,4010
Creed,WB (NL),109800000,63800000,2015,91,11/25/2015,Creed,"$37,000,000 ","$109,767,581 ","$173,567,581 ",17439,[18],312221,en,Creed,16.356,7.3,4010
Fantastic Four,Fox,56100000,111900000,2015,98,8/7/2015,Fantastic Four,"$120,000,000 ","$56,117,548 ","$167,849,187 ",14224,"[28, 12, 878]",166424,en,Fantastic Four,16.36,4.4,3837
Bridge of Spies,BV,72300000,93200000,2015,10,10/16/2015,Bridge of Spies,"$40,000,000 ","$72,313,754 ","$162,498,338 ",14261,"[53, 18]",296098,en,Bridge of Spies,12.836,7.2,4313
Bridge of Spies,BV,72300000,93200000,2015,10,10/16/2015,Bridge of Spies,"$40,000,000 ","$72,313,754 ","$162,498,338 ",17488,"[53, 18]",296098,en,Bridge of Spies,12.836,7.2,4313
The Hateful Eight,Wein.,54100000,101600000,2015,33,12/25/2015,The Hateful Eight,"$62,000,000 ","$54,117,416 ","$147,864,886 ",14194,"[80, 18, 9648, 37]",273248,en,The Hateful Eight,20.681,7.7,8065
The Hateful Eight,Wein.,54100000,101600000,2015,33,12/25/2015,The Hateful Eight,"$62,000,000 ","$54,117,416 ","$147,864,886 ",17403,"[80, 18, 9648, 37]",273248,en,The Hateful Eight,20.681,7.7,8065
Goosebumps,Sony,80100000,70100000,2015,58,10/16/2015,Goosebumps,"$58,000,000 ","$80,069,458 ","$158,905,324 ",14206,"[12, 27, 35]",257445,en,Goosebumps,18.957,6.2,2147
Goosebumps,Sony,80100000,70100000,2015,58,10/16/2015,Goosebumps,"$58,000,000 ","$80,069,458 ","$158,905,324 ",17416,"[12, 27, 35]",257445,en,Goosebumps,18.957,6.2,2147
The Last Witch Hunter,LG/S,27400000,119600000,2015,96,10/23/2015,The Last Witch Hunter,"$80,000,000 ","$27,367,660 ","$130,818,912 ",14221,"[14, 28, 12, 878]",274854,en,The Last Witch Hunter,16.685,5.8,2193
The Last Witch Hunter,LG/S,27400000,119600000,2015,96,10/23/2015,The Last Witch Hunter,"$80,000,000 ","$27,367,660 ","$130,818,912 ",17433,"[14, 28, 12, 878]",274854,en,The Last Witch Hunter,16.685,5.8,2193
Trainwreck,Uni.,110200000,30600000,2015,36,7/17/2015,Trainwreck,"$35,000,000 ","$110,212,700 ","$141,123,897 ",14211,"[35, 10749]",271718,en,Trainwreck,18.423,5.8,1731
The Big Short,Par.,70300000,63200000,2015,42,12/11/2015,The Big Short,"$28,000,000 ","$70,259,870 ","$133,162,752 ",14244,"[35, 18]",318846,en,The Big Short,14.327,7.3,4657
Pan,WB,35100000,93300000,2015,93,10/9/2015,Pan,"$150,000,000 ","$35,088,320 ","$151,525,973 ",14259,"[12, 10751, 14]",266647,en,Pan,13.054,5.9,1701
Magic Mike XXL,WB,66000000,56500000,2015,66,7/1/2015,Magic Mike XXL,"$14,500,000 ","$66,013,057 ","$123,660,597 ",14394,"[35, 18]",264999,en,Magic Mike XXL,8.681,6.2,1110
Seventh Son,Uni.,17200000,97000000,2015,24,2/6/2015,Seventh Son,"$95,000,000 ","$17,725,785 ","$108,874,967 ",14189,"[12, 14]",68737,en,Seventh Son,22.856,5.3,1549
Get Hard,WB,90400000,21400000,2015,97,3/27/2015,Get Hard,"$40,000,000 ","$90,411,453 ","$106,511,453 ",14274,[35],257091,en,Get Hard,12.129,6,1469
Paul Blart: Mall Cop 2,Sony,71000000,36600000,2015,60,4/17/2015,Paul Blart: Mall Cop 2,"$38,000,000 ","$71,091,594 ","$107,650,646 ",14229,"[28, 35, 10751]",256961,en,Paul Blart: Mall Cop 2,15.941,5,900
Sisters,Uni.,87000000,18000000,2015,57,12/18/2015,Sisters,"$30,000,000 ","$87,044,645 ","$106,030,660 ",14294,[35],266294,en,Sisters,10.993,5.9,922
Vacation,WB (NL),58900000,46000000,2015,28,7/29/2015,Vacation,"$31,000,000 ","$58,884,188 ","$102,306,500 ",14247,[35],296099,en,Vacation,14.227,6.2,1934
Chappie,Sony,31600000,70500000,2015,11,3/6/2015,Chappie,"$49,000,000 ","$31,569,268 ","$105,002,056 ",14185,"[80, 28, 878]",198184,en,Chappie,24.52,6.7,4995
Joy,Fox,56500000,44700000,2015,88,12/25/2015,Joy,"$60,000,000 ","$56,451,232 ","$101,134,059 ",14308,"[18, 35]",274479,en,Joy,10.305,6.5,2723
Black Mass,WB,62600000,37200000,2015,59,9/18/2015,Black Mass,"$53,000,000 ","$62,575,678 ","$98,837,872 ",14239,"[18, 80]",261023,en,Black Mass,14.646,6.4,2020
The Visit,Uni.,65200000,33200000,2015,56,9/11/2015,The Visit,"$5,000,000 ","$65,206,105 ","$98,677,816 ",14311,"[27, 53, 9648]",298312,en,The Visit,10.196,6.2,2634
Spotlight,ORF,45100000,53200000,2015,34,11/6/2015,Spotlight,"$20,000,000 ","$45,055,776 ","$92,088,460 ",14226,"[18, 53, 36]",314365,en,Spotlight,16.354,7.8,4935
Spotlight,ORF,45100000,53200000,2015,34,11/6/2015,Spotlight,"$20,000,000 ","$45,055,776 ","$92,088,460 ",17440,"[18, 53, 36]",314365,en,Spotlight,16.354,7.8,4935
In the Heart of the Sea,WB,25000000,68900000,2015,1,12/11/2015,In the Heart of the Sea,"$100,000,000 ","$25,020,758 ","$89,693,309 ",14243,"[53, 18, 12, 28, 36]",205775,en,In the Heart of the Sea,14.33,6.6,2137
In the Heart of the Sea,WB,25000000,68900000,2015,1,12/11/2015,In the Heart of the Sea,"$100,000,000 ","$25,020,758 ","$89,693,309 ",17468,"[53, 18, 12, 28, 36]",205775,en,In the Heart of the Sea,14.33,6.6,2137
Southpaw,Wein.,52400000,39500000,2015,92,7/24/2015,Southpaw,"$30,000,000 ","$52,421,953 ","$94,156,456 ",14183,"[28, 18]",307081,en,Southpaw,25.305,7.4,3424
The Second Best Exotic Marigold Hotel,FoxS,33100000,52900000,2015,73,3/6/2015,The Second Best Exotic Marigold Hotel,"$10,000,000 ","$33,078,266 ","$90,384,306 ",14468,"[18, 35]",268238,en,The Second Best Exotic Marigold Hotel,7.731,6.4,420
Paper Towns,Fox,32000000,53500000,2015,68,7/24/2015,Paper Towns,"$12,000,000 ","$32,000,304 ","$85,450,484 ",14283,"[18, 9648, 10749]",286565,en,Paper Towns,11.564,6,3587
Sicario,LGF,46900000,38000000,2015,100,9/18/2015,Sicario,"$30,000,000 ","$46,889,293 ","$84,393,749 ",14195,"[28, 80, 53]",273481,en,Sicario,20.468,7.3,4475
Sicario,LGF,46900000,38000000,2015,100,9/18/2015,Sicario,"$30,000,000 ","$46,889,293 ","$84,393,749 ",17404,"[28, 80, 53]",273481,en,Sicario,20.468,7.3,4475
Hitman: Agent 47,Fox,22500000,59900000,2015,8,8/21/2015,Hitman: Agent 47,"$35,000,000 ","$22,467,450 ","$82,182,803 ",14248,"[28, 80, 53]",249070,en,Hitman: Agent 47,14.082,5.6,1764
The Wedding Ringer,SGem,64500000,15300000,2015,73,1/16/2015,The Wedding Ringer,"$23,000,000 ","$64,460,211 ","$80,171,596 ",14230,[35],252838,en,The Wedding Ringer,15.876,6.5,961
Paranormal Activity: The Ghost Dimension,Par.,18300000,60600000,2015,7,10/23/2015,Paranormal Activity: The Ghost Dimension,"$10,000,000 ","$18,297,124 ","$77,959,374 ",14429,"[27, 53]",146301,en,Paranormal Activity: The Ghost Dimension,8.157,5.2,774
Crimson Peak,Uni.,31100000,43600000,2015,33,10/16/2015,Crimson Peak,"$55,000,000 ","$31,090,320 ","$74,966,854 ",14326,"[18, 14, 27, 9648, 10749, 53]",201085,en,Crimson Peak,9.897,6.5,2986
Crimson Peak,Uni.,31100000,43600000,2015,33,10/16/2015,Crimson Peak,"$55,000,000 ","$31,090,320 ","$74,966,854 ",17582,"[18, 14, 27, 9648, 10749, 53]",201085,en,Crimson Peak,9.897,6.5,2986
The Transporter Refueled,EC,16000000,56600000,2015,34,9/4/2015,The Transporter Refueled,"$22,000,000 ","$16,029,670 ","$69,698,495 ",14255,"[53, 28, 80, 9648]",287948,en,The Transporter Refueled,13.428,5.4,836
Run All Night,WB,26500000,45200000,2015,70,3/13/2015,Run All Night,"$50,000,000 ","$26,461,644 ","$66,961,644 ",14216,"[28, 18, 53]",241554,en,Run All Night,17.592,6.4,1684
War Room,TriS,67800000,1200000,2015,66,8/28/2015,War Room,"$3,000,000 ","$67,790,117 ","$73,975,239 ",14494,"[18, 10749]",323272,en,War Room,7.419,7.5,171
The Age of Adaline,LGF,42600000,23000000,2015,8,4/24/2015,The Age of Adaline,"$30,000,000 ","$42,629,776 ","$68,984,536 ",14397,"[14, 18, 10749]",293863,en,The Age of Adaline,8.559,7.4,3853
Unfriended,Uni.,32500000,31600000,2015,14,4/17/2015,Unfriended,"$1,000,000 ","$32,789,645 ","$64,364,198 ",14432,"[27, 53]",277685,en,Unfriended,8.12,5.4,2019
The Longest Ride,Fox,37400000,25500000,2015,61,4/10/2015,The Longest Ride,"$34,000,000 ","$37,446,117 ","$63,802,928 ",14291,"[18, 10749]",228205,en,The Longest Ride,11.168,7.5,1908
Brooklyn,FoxS,38300000,23800000,2015,79,11/4/2015,Brooklyn,"$11,000,000 ","$38,322,743 ","$62,076,141 ",14276,"[18, 10749]",167073,en,Brooklyn,12.083,7.3,1912
Krampus,Uni.,42700000,18800000,2015,28,12/4/2015,Krampus,"$15,000,000 ","$42,725,475 ","$61,788,393 ",14346,"[27, 35, 14]",287903,en,Krampus,9.417,6,1046
The Perfect Guy,SGem,57000000,3200000,2015,78,9/11/2015,The Perfect Guy,"$18,000,000 ","$57,027,435 ","$60,278,166 ",14574,"[18, 53]",304372,en,The Perfect Guy,6.727,5.7,211
No Escape,Wein.,27300000,27100000,2015,74,8/26/2015,No Escape,"$5,000,000 ","$27,288,872 ","$42,844,516 ",14205,"[28, 53]",192141,en,No Escape,19.005,6.8,1296
Sinister 2,Focus,27700000,25100000,2015,91,8/21/2015,Sinister 2,"$10,000,000 ","$27,740,955 ","$54,104,225 ",14324,[27],283445,en,Sinister 2,9.916,5.8,1142
The Boy Next Door,Uni.,35400000,17000000,2015,81,1/23/2015,The Boy Next Door,"$4,000,000 ","$36,006,065 ","$53,401,938 ",14531,[53],241251,en,The Boy Next Door,7.062,4.4,1382
The Night Before,Sony,43000000,9300000,2015,6,11/20/2015,The Night Before,"$25,000,000 ","$43,035,725 ","$52,427,346 ",14372,[35],296100,en,The Night Before,9.014,6.1,956
The Night Before,Sony,43000000,9300000,2015,6,11/20/2015,The Night Before,"$25,000,000 ","$43,035,725 ","$52,427,346 ",17642,[35],296100,en,The Night Before,9.014,6.1,956
Hot Pursuit,WB (NL),34600000,17100000,2015,79,5/8/2015,Hot Pursuit,"$35,000,000 ","$34,580,201 ","$45,671,512 ",14334,"[28, 35, 80]",268920,en,Hot Pursuit,9.607,5.6,1000
Entourage,WB,32400000,16900000,2015,30,6/3/2015,Entourage,"$30,000,000 ","$32,363,404 ","$46,438,538 ",14251,[35],188222,en,Entourage,13.802,6.2,647
Mortdecai,LGF,7700000,39600000,2015,48,1/23/2015,Mortdecai,"$60,000,000 ","$7,696,134 ","$30,396,134 ",14257,"[35, 12]",210860,en,Mortdecai,13.263,5.4,1666
"McFarland, USA",BV,44500000,1200000,2015,80,2/20/2015,"McFarland, USA","$17,000,000 ","$44,480,275 ","$45,707,924 ",14426,[18],228203,en,"McFarland, USA",8.197,7.3,358
The DUFF,LGF,34000000,9500000,2015,33,2/20/2015,The DUFF,"$8,500,000 ","$34,030,343 ","$43,528,634 ",14368,"[10749, 35]",272693,en,The DUFF,9.054,6.8,2987
Legend,Uni.,1900000,41100000,2015,10,11/20/2015,Legend,"$25,000,000 ","$1,872,994 ","$42,425,450 ",14312,"[80, 53]",276907,en,Legend,10.195,6.8,1692
Legend,Uni.,1900000,41100000,2015,10,11/20/2015,Legend,"$25,000,000 ","$1,872,994 ","$42,425,450 ",17559,"[80, 53]",276907,en,Legend,10.195,6.8,1692
The Gallows,WB (NL),22800000,20200000,2015,80,7/10/2015,The Gallows,"$100,000 ","$22,764,410 ","$41,656,474 ",14362,"[27, 53]",299245,en,The Gallows,9.166,4.8,591
Love the Coopers,LGF,26300000,16100000,2015,98,11/13/2015,Love the Coopers,"$18,000,000 ","$26,302,731 ","$42,227,490 ",14417,"[35, 10751, 18]",333348,en,Love the Coopers,8.261,5.8,384
Ricki and the Flash,TriS,26800000,14500000,2015,95,8/7/2015,Ricki and the Flash,"$18,000,000 ","$26,839,498 ","$41,166,033 ",14418,"[35, 18, 10402]",275601,en,Ricki and the Flash,8.247,5.8,473
Carol,Wein.,12700000,27600000,2015,60,11/20/2015,Carol,"$11,800,000 ","$12,711,491 ","$42,843,521 ",14258,"[10749, 18]",258480,en,Carol,13.096,7.4,1949
Carol,Wein.,12700000,27600000,2015,60,11/20/2015,Carol,"$11,800,000 ","$12,711,491 ","$42,843,521 ",17482,"[10749, 18]",258480,en,Carol,13.096,7.4,1949
The Lazarus Effect,Rela.,25800000,12600000,2015,76,2/27/2015,The Lazarus Effect,"$5,000,000 ","$25,801,570 ","$38,359,310 ",14314,"[53, 27]",243940,en,The Lazarus Effect,10.157,5.1,825
The Water Diviner,WB,4200000,34000000,2015,4,4/24/2015,The Water Diviner,"$22,500,000 ","$4,200,117 ","$31,054,727 ",14285,"[10752, 18]",256917,en,The Water Diviner,11.479,6.8,682
A Walk in the Woods,BG,29500000,8000000,2015,75,9/2/2015,A Walk in the Woods,"$8,000,000 ","$29,499,394 ","$37,119,358 ",14543,"[12, 35, 18]",232572,en,A Walk in the Woods,6.935,5.9,402
Ex Machina,A24,25400000,11400000,2015,72,4/10/2015,Ex Machina,"$13,000,000 ","$25,440,971 ","$38,358,392 ",14208,"[18, 878]",264660,en,Ex Machina,18.485,7.6,8026
Room,A24,14700000,20700000,2015,80,10/16/2015,Room,"$13,000,000 ","$14,677,674 ","$36,262,783 ",14199,"[18, 53]",264644,en,Room,20,8.1,5494
Room,A24,14700000,20700000,2015,80,10/16/2015,Room,"$13,000,000 ","$14,677,674 ","$36,262,783 ",17407,"[18, 53]",264644,en,Room,20,8.1,5494
Steve Jobs,Uni.,17800000,16700000,2015,60,10/9/2015,Steve Jobs,"$30,000,000 ","$17,766,658 ","$35,579,007 ",14382,"[18, 36]",321697,en,Steve Jobs,8.895,6.8,2572
Steve Jobs,Uni.,17800000,16700000,2015,60,10/9/2015,Steve Jobs,"$30,000,000 ","$17,766,658 ","$35,579,007 ",17647,"[18, 36]",321697,en,Steve Jobs,8.895,6.8,2572
Project Almanac,Par.,22300000,10900000,2015,84,1/30/2015,Project Almanac,"$12,000,000 ","$22,348,241 ","$32,909,437 ",14338,"[878, 53]",227719,en,Project Almanac,9.55,6.5,1449
American Ultra,LGF,14400000,12700000,2015,72,8/21/2015,American Ultra,"$28,000,000 ","$14,439,985 ","$30,295,028 ",14321,"[35, 28]",261392,en,American Ultra,9.97,6,1756
Aloha,Sony,21100000,5200000,2015,3,5/29/2015,Aloha,"$37,000,000 ","$21,052,030 ","$25,387,091 ",14331,"[18, 35, 10749]",222936,en,Aloha,9.685,5.3,1226
The Gunman,ORF,10700000,13500000,2015,15,3/20/2015,The Gunman,"$40,000,000 ","$10,664,749 ","$18,594,227 ",14306,"[28, 18, 80]",266396,en,The Gunman,10.388,5.7,583
Black or White,Rela.,21600000,1200000,2015,80,1/30/2015,Black or White,"$9,000,000 ","$21,571,189 ","$21,971,021 ",11294,[18],253331,en,Black or White,8.05,6.8,193
Black or White,Rela.,21600000,1200000,2015,80,1/30/2015,Black or White,"$9,000,000 ","$21,571,189 ","$21,971,021 ",14436,[18],253331,en,Black or White,8.05,6.8,193
Blackhat,Uni.,8000000,11600000,2015,47,1/16/2015,Blackhat,"$70,000,000 ","$8,005,980 ","$19,665,004 ",14220,"[80, 53, 28]",201088,en,Blackhat,16.824,5.3,1165
Dope,ORF,17500000,480000,2015,11,6/19/2015,Dope,"$7,000,000 ","$17,506,470 ","$18,190,831 ",14358,"[80, 18, 35]",308639,en,Dope,9.246,7.2,954
Scouts Guide to the Zombie Apocalypse,Par.,3700000,12400000,2015,25,10/30/2015,Scouts Guide to the Zombie Apocalypse,"$15,000,000 ","$3,703,046 ","$15,554,855 ",14304,"[35, 27]",273477,en,Scouts Guide to the Zombie Apocalypse,10.451,6.2,915
Suffragette,Focus,4700000,11300000,2015,16,10/23/2015,Suffragette,"$14,000,000 ","$4,702,420 ","$34,044,909 ",14463,"[18, 36]",245168,en,Suffragette,7.763,7.3,982
Unfinished Business,Fox,10200000,4200000,2015,32,3/6/2015,Unfinished Business,"$35,000,000 ","$10,219,501 ","$13,214,051 ",14401,[35],239573,en,Unfinished Business,8.516,5.2,472
Do You Believe?,PFR,13000000,1400000,2015,60,3/20/2015,Do You Believe?,"$2,300,000 ","$12,985,600 ","$14,304,931 ",14726,"[14, 18]",309425,en,Do You Believe?,5.599,7,72
Woodlawn,PFR,14400000,1200000,2015,81,10/16/2015,Woodlawn,"$13,000,000 ","$14,394,097 ","$14,403,703 ",14730,[18],333596,en,Woodlawn,5.575,7,79
Woodlawn,PFR,14400000,1200000,2015,81,10/16/2015,Woodlawn,"$13,000,000 ","$14,394,097 ","$14,403,703 ",17998,[18],333596,en,Woodlawn,5.575,7,79
Hot Tub Time Machine 2,Par.,12300000,767000,2015,7,2/20/2015,Hot Tub Time Machine 2,"$14,000,000 ","$12,314,651 ","$12,826,644 ",14435,[35],243938,en,Hot Tub Time Machine 2,8.053,5.1,512
Child 44,LG/S,1200000,11700000,2015,2,4/17/2015,Child 44,"$50,000,000 ","$1,224,330 ","$8,004,221 ",14180,"[80, 53]",181283,en,Child 44,26.386,6.2,903
We Are Your Friends,WB,3600000,7500000,2015,20,8/28/2015,We Are Your Friends,"$2,000,000 ","$3,591,417 ","$10,153,415 ",14298,"[18, 10402, 10749, 35]",301351,en,We Are Your Friends,10.809,6.3,1241
Danny Collins,BST,5600000,5200000,2015,59,3/20/2015,Danny Collins,"$10,000,000 ","$5,637,066 ","$8,465,845 ",14379,"[35, 18, 10402]",256924,en,Danny Collins,8.933,6.7,260
Me and Earl and the Dying Girl,FoxS,6800000,2300000,2015,100,6/12/2015,Me and Earl and the Dying Girl,"$8,000,000 ","$6,758,416 ","$9,266,180 ",14395,"[35, 18]",308369,en,Me and Earl and the Dying Girl,8.677,7.6,1570
Bajrangi Bhaijaan,Eros,8199999,1200000,2015,86,7/17/2015,Bajrangi Bhaijaan,"$13,000,000 ","$8,178,001 ","$121,778,347 ",14526,"[28, 35, 18]",348892,hi,बजरंगी भाईजान,7.122,7.9,232
Anomalisa,Par.,3800000,1900000,2015,6,12/30/2015,Anomalisa,"$8,000,000 ","$3,759,286 ","$5,706,168 ",14309,"[16, 35, 18, 10749]",291270,en,Anomalisa,10.285,7.1,927
Anomalisa,Par.,3800000,1900000,2015,6,12/30/2015,Anomalisa,"$8,000,000 ","$3,759,286 ","$5,706,168 ",17556,"[16, 35, 18, 10749]",291270,en,Anomalisa,10.285,7.1,927
Trash,FCW,17500,4800000,2015,46,10/9/2015,Trash,"$12,000,000 ","$17,484 ","$6,553,186 ",14520,"[12, 80, 18, 53]",206563,pt,Trash,7.179,7.1,353
By the Sea,Uni.,538000,2800000,2015,97,11/13/2015,By the Sea,"$20,000,000 ","$538,460 ","$3,727,746 ",14612,"[18, 10749]",314385,en,By the Sea,6.471,5.4,306
Youth,FoxS,2700000,1200000,2015,99,12/4/2015,Youth,"$13,000,000 ","$2,703,296 ","$24,001,573 ",14355,"[35, 18]",310593,it,Youth,9.265,6.9,1098
Jem and the Holograms,Uni.,2200000,149000,2015,53,10/23/2015,Jem and the Holograms,"$5,000,000 ","$2,184,640 ","$2,368,937 ",14446,"[18, 14, 10402]",266639,en,Jem and the Holograms,7.942,5.4,241
